sample_id,data_source,challenge_name,vulnerability_type,cwe,severity,description,endpoint,parameter,http_method,source_code,evidence,patch,validation_test,regression_result
juiceshop_0010,,Wallet Depletion,Miscellaneous_Security_Flaw,CWE-699,Critical,Withdraw more ETH from the new wallet than you deposited.,/rest/web3/wallet,amount,POST,"pragma solidity ^0.6.12;
import 'https://github.com/OpenZeppelin/openzeppelin-contracts/blob/release-v3.3/contracts/math/SafeMath.sol';

contract ETHWalletBank {
  using SafeMath for uint256;

  mapping(address => uint) public balances;
  mapping(address => uint) public userWithdrawing;

  event ContractExploited(address indexed culprit);

  function ethdeposit(address _to) public payable {
    balances[_to] = balances[_to].add(msg.value);
  }

  function balanceOf(address _who) public view returns (uint balance) {
    return balances[_who];
  }

  function withdraw(uint _amount) public {
    require(_amount <= 0.1 ether, ""Withdrawal amount must be less than or equal to 0.1 ether"");
    require(balances[msg.sender] >= _amount, ""Insufficient balance"");
    if (userWithdrawing[msg.sender] <= 1) {
      userWithdrawing[msg.sender] = userWithdrawing[msg.sender] + 1;
    } else {
      userWithdrawing[msg.sender] = 0;
      return;
    }
    (bool result, ) = msg.sender.call{ value: _amount }("""");
    require(result, ""Withdrawal call failed"");
    balances[msg.sender] -= _amount;
    userWithdrawing[msg.sender] = 0;
  }

  receive() external payable {}
}",Vulnerable code located at line(s) [31]. Security Root Cause & Remediation: The reentrancy attacks is prevented by updating the balance before transferring funds via the external call.,"pragma solidity ^0.6.12;
import 'https://github.com/OpenZeppelin/openzeppelin-contracts/blob/release-v3.3/contracts/math/SafeMath.sol';

contract ETHWalletBank {
  using SafeMath for uint256;

  mapping(address => uint) public balances;
  mapping(address => uint) public userWithdrawing;

  event ContractExploited(address indexed culprit);

  function ethdeposit(address _to) public payable {
    balances[_to] = balances[_to].add(msg.value);
  }

  function balanceOf(address _who) public view returns (uint balance) {
    return balances[_who];
  }

  function withdraw(uint _amount) public {
    require(_amount <= 0.1 ether, ""Withdrawal amount must be less than or equal to 0.1 ether"");
    require(balances[msg.sender] >= _amount, ""Insufficient balance"");
    if (userWithdrawing[msg.sender] <= 1) {
      userWithdrawing[msg.sender] = userWithdrawing[msg.sender] + 1;
    } else {
      userWithdrawing[msg.sender] = 0;
      return;
    }
    balances[msg.sender] -= _amount;
    (bool result, ) = msg.sender.call{ value: _amount }("""");
    require(result, ""Withdrawal call failed"");
    userWithdrawing[msg.sender] = 0;
  }

  receive() external payable {}
}",curl -s -X POST 'http://localhost:3000/rest/web3/wallet',not_tested
juiceshop_0011,,Web3 Sandbox,Broken_Access_Control,CWE-285,Low,Find an accidentally deployed code sandbox for writing smart contracts on the fly.,/#/web3-sandbox,not_available,GET,"const routes: Routes = [
  {
    path: 'administration',
    component: AdministrationComponent,
    canActivate: [AdminGuard]
  },
  {
    path: 'accounting',
    component: AccountingComponent,
    canActivate: [AccountingGuard]
  },
  {
    path: 'about',
    loadComponent: async () => await loadAboutComponent()
  },
  {
    path: 'address/select',
    component: AddressSelectComponent,
    canActivate: [LoginGuard]
  },
  {
    path: 'address/saved',
    component: SavedAddressComponent,
    canActivate: [LoginGuard]
  },
  {
    path: 'address/create',
    component: AddressCreateComponent,
    canActivate: [LoginGuard]
  },
  {
    path: 'address/edit/:addressId',
    component: AddressCreateComponent,
    canActivate: [LoginGuard]
  },
  {
    path: 'delivery-method',
    component: DeliveryMethodComponent
  },
  {
    path: 'deluxe-membership',
    component: DeluxeUserComponent,
    canActivate: [LoginGuard]
  },
  {
    path: 'saved-payment-methods',
    component: SavedPaymentMethodsComponent
  },
  {
    path: 'basket',
    component: BasketComponent
  },
  {
    path: 'order-completion/:id',
    component: OrderCompletionComponent
  },
  {
    path: 'contact',
    component: ContactComponent
  },
  {
    path: 'photo-wall',
    component: PhotoWallComponent
  },
  {
    path: 'complain',
    component: ComplaintComponent
  },
  {
    path: 'order-summary',
    component: OrderSummaryComponent
  },
  {
    path: 'order-history',
    component: OrderHistoryComponent
  },
  {
    path: 'payment/:entity',
    component: PaymentComponent
  },
  {
    path: 'wallet',
    component: WalletComponent
  },
  {
    path: 'login',
    component: LoginComponent
  },
  {
    path: 'forgot-password',
    component: ForgotPasswordComponent
  },
  {
    path: 'recycle',
    loadComponent: async () => await loadRecycleComponent()
  },
  {
    path: 'register',
    component: RegisterComponent
  },
  {
    path: 'search',
    component: SearchResultComponent
  },
  {
    path: 'hacking-instructor',
    component: SearchResultComponent
  },
  {
    path: 'score-board',
    component: ScoreBoardComponent
  },
  {
    path: 'track-result',
    component: TrackResultComponent
  },
  {
    path: 'track-result/new',
    component: TrackResultComponent,
    data: {
      type: 'new'
    }
  },
  {
    path: '2fa/enter',
    component: TwoFactorAuthEnterComponent
  },
  {
    path: 'privacy-security',
    component: PrivacySecurityComponent,
    children: [
      {
        path: 'privacy-policy',
        component: PrivacyPolicyComponent
      },
      {
        path: 'change-password',
        component: ChangePasswordComponent
      },
      {
        path: 'two-factor-authentication',
        component: TwoFactorAuthComponent
      },
      {
        path: 'data-export',
        component: DataExportComponent
      },
      {
        path: 'last-login-ip',
        component: LastLoginIpComponent
      }
    ]
  },
  {
    path: 'juicy-nft',
    component: NFTUnlockComponent
  },
  {
    path: 'wallet-web3',
    loadChildren: async () => await loadWeb3WalletModule()
  },
  {
    path: 'web3-sandbox',
    loadChildren: async () => await loadWeb3SandboxModule()
  },
  {
    path: 'chatbot',
    component: ChatbotComponent,
    children: [
      { path: '', component: ChatWelcomePageComponent },
      { path: 'conversation/:id', component: ChatConversationComponent }
    ]
  },
  {
    path: 'bee-haven',
    loadChildren: async () => await loadFaucetModule()
  },
   {
    matcher: oauthMatcher,
    data: { params: (window.location.href).substr(window.location.href.indexOf('#')) },
    component: OAuthComponent
  },
  {
    matcher: tokenMatcher,
    component: TokenSaleComponent
  },
  {
    path: 'coding-challenge/:challengeKey',
    loadComponent: async () => await loadCodingChallenge()
  },
  {
    path: '403',
    component: ErrorPageComponent
  },
  {
    path: '**',
    component: SearchResultComponent
  }
]",Vulnerable code located at line(s) [163]. Security Root Cause & Remediation: This sandbox is for the developers of the application and was added for easy testing and prototyping. Functionality like this does under no circumstances belong into an application when it goes into production!,"const routes: Routes = [
  {
    path: 'administration',
    component: AdministrationComponent,
    canActivate: [AdminGuard]
  },
  {
    path: 'accounting',
    component: AccountingComponent,
    canActivate: [AccountingGuard]
  },
  {
    path: 'about',
    loadComponent: async () => await loadAboutComponent()
  },
  {
    path: 'address/select',
    component: AddressSelectComponent,
    canActivate: [LoginGuard]
  },
  {
    path: 'address/saved',
    component: SavedAddressComponent,
    canActivate: [LoginGuard]
  },
  {
    path: 'address/create',
    component: AddressCreateComponent,
    canActivate: [LoginGuard]
  },
  {
    path: 'address/edit/:addressId',
    component: AddressCreateComponent,
    canActivate: [LoginGuard]
  },
  {
    path: 'delivery-method',
    component: DeliveryMethodComponent
  },
  {
    path: 'deluxe-membership',
    component: DeluxeUserComponent,
    canActivate: [LoginGuard]
  },
  {
    path: 'saved-payment-methods',
    component: SavedPaymentMethodsComponent
  },
  {
    path: 'basket',
    component: BasketComponent
  },
  {
    path: 'order-completion/:id',
    component: OrderCompletionComponent
  },
  {
    path: 'contact',
    component: ContactComponent
  },
  {
    path: 'photo-wall',
    component: PhotoWallComponent
  },
  {
    path: 'complain',
    component: ComplaintComponent
  },
  {
    path: 'order-summary',
    component: OrderSummaryComponent
  },
  {
    path: 'order-history',
    component: OrderHistoryComponent
  },
  {
    path: 'payment/:entity',
    component: PaymentComponent
  },
  {
    path: 'wallet',
    component: WalletComponent
  },
  {
    path: 'login',
    component: LoginComponent
  },
  {
    path: 'forgot-password',
    component: ForgotPasswordComponent
  },
  {
    path: 'recycle',
    loadComponent: async () => await loadRecycleComponent()
  },
  {
    path: 'register',
    component: RegisterComponent
  },
  {
    path: 'search',
    component: SearchResultComponent
  },
  {
    path: 'hacking-instructor',
    component: SearchResultComponent
  },
  {
    path: 'score-board',
    component: ScoreBoardComponent
  },
  {
    path: 'track-result',
    component: TrackResultComponent
  },
  {
    path: 'track-result/new',
    component: TrackResultComponent,
    data: {
      type: 'new'
    }
  },
  {
    path: '2fa/enter',
    component: TwoFactorAuthEnterComponent
  },
  {
    path: 'privacy-security',
    component: PrivacySecurityComponent,
    children: [
      {
        path: 'privacy-policy',
        component: PrivacyPolicyComponent
      },
      {
        path: 'change-password',
        component: ChangePasswordComponent
      },
      {
        path: 'two-factor-authentication',
        component: TwoFactorAuthComponent
      },
      {
        path: 'data-export',
        component: DataExportComponent
      },
      {
        path: 'last-login-ip',
        component: LastLoginIpComponent
      }
    ]
  },
  {
    path: 'juicy-nft',
    component: NFTUnlockComponent
  },
  {
    path: 'wallet-web3',
    loadChildren: async () => await loadWeb3WalletModule()
  },
  {
    path: 'chatbot',
    component: ChatbotComponent,
    children: [
      { path: '', component: ChatWelcomePageComponent },
      { path: 'conversation/:id', component: ChatConversationComponent }
    ]
  },
  {
    path: 'bee-haven',
    loadChildren: async () => await loadFaucetModule()
  },
   {
    matcher: oauthMatcher,
    data: { params: (window.location.href).substr(window.location.href.indexOf('#')) },
    component: OAuthComponent
  },
  {
    matcher: tokenMatcher,
    component: TokenSaleComponent
  },
  {
    path: 'coding-challenge/:challengeKey',
    loadComponent: async () => await loadCodingChallenge()
  },
  {
    path: '403',
    component: ErrorPageComponent
  },
  {
    path: '**',
    component: SearchResultComponent
  }
]",curl -s -o /dev/null -w '%{http_code}' 'http://localhost:3000/#/web3-sandbox' | grep -q '401\|403' && echo 'Fixed' || echo 'Vulnerable',not_tested
juiceshop_0012,,Blocked RCE DoS,Insecure_Deserialization,CWE-502,Critical,Perform a Remote Code Execution that would keep a less hardened application busy forever. (This challenge is potentially harmful on Docker!),/rest/user/data-export,format,POST,not_available,Juice Shop challenge [Blocked RCE DoS] demonstrates Insecure_Deserialization (CWE-502) under Insecure Deserialization.,not_available,curl -s -X POST 'http://localhost:3000/rest/user/data-export',not_tested
juiceshop_0013,,CAPTCHA Bypass,Broken_Anti_Automation,CWE-799,Medium,Submit 10 or more customer feedbacks within 20 seconds.,/api/Feedbacks,captchaId,POST,not_available,Juice Shop challenge [CAPTCHA Bypass] demonstrates Broken_Anti_Automation (CWE-799) under Broken Anti Automation.,not_available,curl -s -X POST 'http://localhost:3000/api/Feedbacks',not_tested
juiceshop_0014,,Change Bender's Password,Broken_Authentication,CWE-287,Critical,Change Bender's password into slurmCl4ssic without using SQL Injection or Forgot Password.,/i,unknown,unknown,not_available,Juice Shop challenge [Change Bender's Password] demonstrates Broken_Authentication (CWE-287) under Broken Authentication.,not_available,curl -s -X unknown 'http://localhost:3000/i',not_tested
juiceshop_0015,,Christmas Special,SQL_Injection,CWE-89,High,Order the Christmas special offer of 2014.,/rest/products/search,q,GET,not_available,Juice Shop challenge [Christmas Special] demonstrates SQL_Injection (CWE-89) under Injection.,not_available,curl -s -X GET 'http://localhost:3000/rest/products/search?q='''%20OR%201=1--' | grep -v 'error' && echo 'Vulnerable' || echo 'Fixed',not_tested
juiceshop_0016,,CSP Bypass,Cross_Site_Scripting,CWE-79,High,Bypass the Content Security Policy and perform an XSS attack with &lt;script&gt;alert(`xss`)&lt;/script&gt; on a legacy page within the application. (This challenge is potentially harmful on Docker!),/profile,username,POST,not_available,Juice Shop challenge [CSP Bypass] demonstrates Cross_Site_Scripting (CWE-79) under XSS.,not_available,curl -s -X POST 'http://localhost:3000/profile' -d 'username=<script>alert(1)</script>' | grep -q '<script>alert(1)</script>' && echo 'Vulnerable' || echo 'Fixed',not_tested
juiceshop_0017,,Client-side XSS Protection,Cross_Site_Scripting,CWE-79,Medium,"Perform a persisted XSS attack with &lt;iframe src=""javascript:alert(`xss`)""&gt; bypassing a client-side security mechanism. (This challenge is potentially harmful on Docker!)",/rest/user/change-password,current,POST,not_available,Juice Shop challenge [Client-side XSS Protection] demonstrates Cross_Site_Scripting (CWE-79) under XSS.,not_available,curl -s -X POST 'http://localhost:3000/rest/user/change-password' -d 'current=<script>alert(1)</script>' | grep -q '<script>alert(1)</script>' && echo 'Vulnerable' || echo 'Fixed',not_tested
juiceshop_0018,,Confidential Document,Sensitive_Data_Exposure,CWE-200,Low,Access a confidential document.,/ftp,not_available,GET,"/* /ftp directory browsing and file download */
  app.use('/ftp', serveIndexMiddleware, serveIndex('ftp', { icons: true }))
  app.use('/ftp(?!/quarantine)/:file', servePublicFiles())
  app.use('/ftp/quarantine/:file', serveQuarantineFiles())

  app.use('/.well-known', serveIndexMiddleware, serveIndex('.well-known', { icons: true, view: 'details' }))
  app.use('/.well-known', express.static('.well-known'))

  /* /encryptionkeys directory browsing */
  app.use('/encryptionkeys', serveIndexMiddleware, serveIndex('encryptionkeys', { icons: true, view: 'details' }))
  app.use('/encryptionkeys/:file', serveKeyFiles())

  /* /logs directory browsing */
  app.use('/support/logs', serveIndexMiddleware, serveIndex('logs', { icons: true, view: 'details' }))
  app.use('/support/logs/:file', serveLogFiles())

  /* Swagger documentation for B2B v2 endpoints */
  app.use('/api-docs', swaggerUi.serve, swaggerUi.setup(swaggerDocument))

  app.use(express.static(path.resolve('frontend/dist/frontend')))
  app.use(cookieParser('kekse'))","Vulnerable code located at line(s) [2, 3]. Security Root Cause & Remediation: Getting rid of the /ftp folder entirely is the only way to plumb this data leakage for good. Valid static content in it needs to be moved to a more suitable location and order confirmation PDFs had no business to be placed there publicly accessible in the first place. Everything else in that folder was just accidentally put & forgotten there anyway.","  app.use('/.well-known', serveIndexMiddleware, serveIndex('.well-known', { icons: true, view: 'details' }))
  app.use('/.well-known', express.static('.well-known'))

  /* /encryptionkeys directory browsing */
  app.use('/encryptionkeys', serveIndexMiddleware, serveIndex('encryptionkeys', { icons: true, view: 'details' }))
  app.use('/encryptionkeys/:file', serveKeyFiles())

  /* /logs directory browsing */
  app.use('/support/logs', serveIndexMiddleware, serveIndex('logs', { icons: true, view: 'details' }))
  app.use('/support/logs/:file', serveLogFiles())

  /* Swagger documentation for B2B v2 endpoints */
  app.use('/api-docs', swaggerUi.serve, swaggerUi.setup(swaggerDocument))

  app.use(express.static(path.resolve('frontend/dist/frontend')))
  app.use(cookieParser('kekse'))",curl -s 'http://localhost:3000/ftp' | grep -q -E 'password|secret|key|admin' && echo 'Vulnerable' || echo 'Fixed',not_tested
juiceshop_0019,,DOM XSS,Cross_Site_Scripting,CWE-79,Low,"Perform a DOM XSS attack with &lt;iframe src=""javascript:alert(`xss`)""&gt;.",/#/search,q,GET,"filterTable () {
    let queryParam: string = this.route.snapshot.queryParams.q
    if (queryParam) {
      queryParam = queryParam.trim()
      this.dataSource.filter = queryParam.toLowerCase()
      this.searchValue = this.sanitizer.bypassSecurityTrustHtml(queryParam)
      if (this.gridDataSourceSubscription) {
        this.gridDataSourceSubscription.unsubscribe()
      }
      this.gridDataSourceSubscription = this.gridDataSource.subscribe((result: ProductTableEntry[]) => {
        if (result.length === 0) {
          this.emptyState = true
        } else {
          this.emptyState = false
        }
      })
    } else {
      this.dataSource.filter = ''
      this.searchValue = undefined
      this.emptyState = false
    }
  }",Vulnerable code located at line(s) [6]. Security Root Cause & Remediation: Removing the bypass of sanitization entirely is the best way to fix this vulnerability. Fiddling with Angular's built-in sanitization was entirely unnecessary as the user input for a text search should not be expected to contain HTML that needs to be rendered but merely plain text.,"filterTable () {
    let queryParam: string = this.route.snapshot.queryParams.q
    if (queryParam) {
      queryParam = queryParam.trim()
      this.dataSource.filter = queryParam.toLowerCase()
      this.searchValue = queryParam
      if (this.gridDataSourceSubscription) {
        this.gridDataSourceSubscription.unsubscribe()
      }
      this.gridDataSourceSubscription = this.gridDataSource.subscribe((result: ProductTableEntry[]) => {
        if (result.length === 0) {
          this.emptyState = true
        } else {
          this.emptyState = false
        }
      })
    } else {
      this.dataSource.filter = ''
      this.searchValue = undefined
      this.emptyState = false
    }
  }",curl -s -X GET 'http://localhost:3000/#/search' -d 'q=<script>alert(1)</script>' | grep -q '<script>alert(1)</script>' && echo 'Vulnerable' || echo 'Fixed',not_tested
juiceshop_0020,,Database Schema,SQL_Injection,CWE-89,Medium,Exfiltrate the entire DB schema definition via SQL Injection.,/rest/products/search,q,GET,"export function searchProducts () {
  return (req: Request, res: Response, next: NextFunction) => {
    let criteria: any = req.query.q === 'undefined' ? '' : req.query.q ?? ''
    criteria = (criteria.length <= 200) ? criteria : criteria.substring(0, 200)
    models.sequelize.query(`SELECT * FROM Products WHERE ((name LIKE '%${criteria}%' OR description LIKE '%${criteria}%') AND deletedAt IS NULL) ORDER BY name`)
      .then(([products]: any) => {
        const dataString = JSON.stringify(products)
        for (let i = 0; i < products.length; i++) {
          products[i].name = req.__(products[i].name)
          products[i].description = req.__(products[i].description)
        }
        res.json(utils.queryResultToJson(products))
      }).catch((error: ErrorWithParent) => {
        next(error.parent)
      })
  }
}","Vulnerable code located at line(s) [5]. Security Root Cause & Remediation: Using the built-in replacement (or binding) mechanism of Sequelize is equivalent to creating a Prepared Statement. This prevents tampering with the query syntax through malicious user input as it is ""set in stone"" before the criteria parameter is inserted.","export function searchProducts () {
  return (req: Request, res: Response, next: NextFunction) => {
    let criteria: any = req.query.q === 'undefined' ? '' : req.query.q ?? ''
    criteria = (criteria.length <= 200) ? criteria : criteria.substring(0, 200)
    models.sequelize.query(
        `SELECT * FROM Products WHERE ((name LIKE '%:criteria%' OR description LIKE '%:criteria%') AND deletedAt IS NULL) ORDER BY name`,
        { replacements: { criteria } }
      ).then(([products]: any) => {
        const dataString = JSON.stringify(products)
        for (let i = 0; i < products.length; i++) {
          products[i].name = req.__(products[i].name)
          products[i].description = req.__(products[i].description)
        }
        res.json(utils.queryResultToJson(products))
      }).catch((error: ErrorWithParent) => {
        next(error.parent)
      })
  }
}",curl -s -X GET 'http://localhost:3000/rest/products/search?q='''%20OR%201=1--' | grep -v 'error' && echo 'Vulnerable' || echo 'Fixed',not_tested
juiceshop_0021,,Deprecated Interface,Security_Misconfiguration,CWE-16,Low,Use a deprecated B2B interface that was not properly shut down. (This challenge is potentially harmful on Docker!),/rest/order/b2b,order,POST,not_available,Juice Shop challenge [Deprecated Interface] demonstrates Security_Misconfiguration (CWE-16) under Security Misconfiguration.,not_available,curl -s -X POST 'http://localhost:3000/rest/order/b2b',not_tested
juiceshop_0022,,Easter Egg,Broken_Access_Control,CWE-285,High,Find the hidden easter egg.,//en,unknown,unknown,not_available,Juice Shop challenge [Easter Egg] demonstrates Broken_Access_Control (CWE-285) under Broken Access Control.,not_available,curl -s -o /dev/null -w '%{http_code}' 'http://localhost:3000//en' | grep -q '401\|403' && echo 'Fixed' || echo 'Vulnerable',not_tested
juiceshop_0023,,Email Leak,Sensitive_Data_Exposure,CWE-200,Critical,Perform an unwanted information disclosure by accessing data cross-domain.,unknown,unknown,unknown,not_available,Juice Shop challenge [Email Leak] demonstrates Sensitive_Data_Exposure (CWE-200) under Sensitive Data Exposure.,not_available,not_available,not_tested
juiceshop_0024,,Empty User Registration,Improper_Input_Validation,CWE-20,Low,Register a user with an empty email and password.,unknown,unknown,unknown,not_available,Juice Shop challenge [Empty User Registration] demonstrates Improper_Input_Validation (CWE-20) under Improper Input Validation.,not_available,not_available,not_tested
juiceshop_0025,,Ephemeral Accountant,SQL_Injection,CWE-89,High,Log in with the (non-existing) accountant acc0unt4nt@juice-sh.op without ever registering that user.,/i,unknown,unknown,not_available,Juice Shop challenge [Ephemeral Accountant] demonstrates SQL_Injection (CWE-89) under Injection.,not_available,curl -s -X unknown 'http://localhost:3000/i?unknown='''%20OR%201=1--' | grep -v 'error' && echo 'Vulnerable' || echo 'Fixed',not_tested
juiceshop_0026,,Error Handling,Security_Misconfiguration,CWE-16,Low,Provoke an error that is neither very gracefully nor consistently handled.,/rest/products/search,q,GET,not_available,Juice Shop challenge [Error Handling] demonstrates Security_Misconfiguration (CWE-16) under Security Misconfiguration.,not_available,curl -s -X GET 'http://localhost:3000/rest/products/search',not_tested
juiceshop_0027,,Expired Coupon,Improper_Input_Validation,CWE-20,High,Successfully redeem an expired campaign coupon code.,unknown,unknown,unknown,not_available,Juice Shop challenge [Expired Coupon] demonstrates Improper_Input_Validation (CWE-20) under Improper Input Validation.,not_available,not_available,not_tested
juiceshop_0028,,Extra Language,Broken_Anti_Automation,CWE-799,Critical,Retrieve the language file that never made it into production.,/assets/i18n/tlh_AA.json,not_available,GET,not_available,Juice Shop challenge [Extra Language] demonstrates Broken_Anti_Automation (CWE-799) under Broken Anti Automation.,not_available,curl -s -X GET 'http://localhost:3000/assets/i18n/tlh_AA.json',not_tested
juiceshop_0029,,Five-Star Feedback,Broken_Access_Control,CWE-285,Medium,Get rid of all 5-star customer feedback.,unknown,unknown,unknown,not_available,Juice Shop challenge [Five-Star Feedback] demonstrates Broken_Access_Control (CWE-285) under Broken Access Control.,not_available,not_available,not_tested
juiceshop_0030,,Forged Coupon,Cryptographic_Issues,CWE-327,Critical,Forge a coupon code that gives you a discount of at least 80%.,/rest/basket/1/coupon,coupon,PUT,not_available,Juice Shop challenge [Forged Coupon] demonstrates Cryptographic_Issues (CWE-327) under Cryptographic Issues.,not_available,curl -s -X PUT 'http://localhost:3000/rest/basket/1/coupon',not_tested
juiceshop_0031,,Forged Feedback,Broken_Access_Control,CWE-285,Medium,Post some feedback in another user's name.,unknown,unknown,unknown,not_available,Juice Shop challenge [Forged Feedback] demonstrates Broken_Access_Control (CWE-285) under Broken Access Control.,not_available,not_available,not_tested
juiceshop_0032,,Forged Review,Broken_Access_Control,CWE-285,Medium,Post a product review as another user or edit any user's existing review.,/rest/products/reviews,message,PATCH,"export function updateProductReviews () {
  return (req: Request, res: Response, next: NextFunction) => {
    const user = security.authenticatedUsers.from(req)
    db.reviewsCollection.update(
      { _id: req.body.id },
      { $set: { message: req.body.message } },
      { multi: true }
    ).then(
      (result: { modified: number, original: Array<{ author: any }> }) => {
        res.json(result)
      }, (err: unknown) => {
        res.status(500).json(err)
      })
  }
}","Vulnerable code located at line(s) [3, 5]. Security Root Cause & Remediation: Setting the author on server-side based on the user retrieved from the authentication token in the HTTP request is the right call. It prevents users from just passing any author email they like along with the request.","export function updateProductReviews () {
  return (req: Request, res: Response, next: NextFunction) => {
    const user = security.authenticatedUsers.from(req)
    db.reviewsCollection.update(
      { _id: req.body.id, author: user.data.email },
      { $set: { message: req.body.message } },
      { multi: true }
    ).then(
      (result: { modified: number, original: Array<{ author: any }> }) => {
        res.json(result)
      }, (err: unknown) => {
        res.status(500).json(err)
      })
  }
}",curl -s -o /dev/null -w '%{http_code}' 'http://localhost:3000/rest/products/reviews' | grep -q '401\|403' && echo 'Fixed' || echo 'Vulnerable',not_tested
juiceshop_0033,,Forged Signed JWT,Vulnerable_Components,CWE-1395,Critical,Forge an almost properly RSA-signed JWT token that impersonates the (non-existing) user rsa_lord@juice-sh.op.,/rest/user/login,Authorization,GET,not_available,Juice Shop challenge [Forged Signed JWT] demonstrates Vulnerable_Components (CWE-1395) under Vulnerable Components.,not_available,curl -s -X GET 'http://localhost:3000/rest/user/login',not_tested
juiceshop_0034,,Forgotten Developer Backup,Sensitive_Data_Exposure,CWE-200,High,Access a developer's forgotten backup file.,/ftp/package.json.bak,not_available,GET,not_available,Juice Shop challenge [Forgotten Developer Backup] demonstrates Sensitive_Data_Exposure (CWE-200) under Sensitive Data Exposure.,not_available,curl -s 'http://localhost:3000/ftp/package.json.bak' | grep -q -E 'password|secret|key|admin' && echo 'Vulnerable' || echo 'Fixed',not_tested
juiceshop_0035,,Forgotten Sales Backup,Sensitive_Data_Exposure,CWE-200,High,Access a salesman's forgotten backup file.,/ftp/coupons_2013.md.bak,not_available,GET,not_available,Juice Shop challenge [Forgotten Sales Backup] demonstrates Sensitive_Data_Exposure (CWE-200) under Sensitive Data Exposure.,not_available,curl -s 'http://localhost:3000/ftp/coupons_2013.md.bak' | grep -q -E 'password|secret|key|admin' && echo 'Vulnerable' || echo 'Fixed',not_tested
juiceshop_0036,,Frontend Typosquatting,Vulnerable_Components,CWE-1395,Critical,Inform the shop about a typosquatting imposter that dug itself deep into the frontend. (Mention the exact name of the culprit),/#/contact,unknown,GET,not_available,Juice Shop challenge [Frontend Typosquatting] demonstrates Vulnerable_Components (CWE-1395) under Vulnerable Components.,not_available,curl -s -X GET 'http://localhost:3000/#/contact',not_tested
juiceshop_0037,,GDPR Data Erasure,Broken_Authentication,CWE-287,Medium,Log in with Chris' erased user account.,unknown,unknown,unknown,not_available,Juice Shop challenge [GDPR Data Erasure] demonstrates Broken_Authentication (CWE-287) under Broken Authentication.,not_available,not_available,not_tested
juiceshop_0038,,GDPR Data Theft,Sensitive_Data_Exposure,CWE-200,High,Steal someone else's personal data without using Injection.,unknown,unknown,unknown,not_available,Juice Shop challenge [GDPR Data Theft] demonstrates Sensitive_Data_Exposure (CWE-200) under Sensitive Data Exposure.,not_available,not_available,not_tested
juiceshop_0039,,HTTP-Header XSS,Cross_Site_Scripting,CWE-79,High,"Perform a persisted XSS attack with &lt;iframe src=""javascript:alert(`xss`)""&gt; through an HTTP header. (This challenge is potentially harmful on Docker!)",/i,unknown,unknown,not_available,Juice Shop challenge [HTTP-Header XSS] demonstrates Cross_Site_Scripting (CWE-79) under XSS.,not_available,curl -s -X unknown 'http://localhost:3000/i' -d 'unknown=<script>alert(1)</script>' | grep -q '<script>alert(1)</script>' && echo 'Vulnerable' || echo 'Fixed',not_tested
juiceshop_0040,,Imaginary Challenge,Cryptographic_Issues,CWE-327,Critical,"Solve challenge #999. Unfortunately, this challenge does not exist.",/rest/continue-code,code,PUT,not_available,Juice Shop challenge [Imaginary Challenge] demonstrates Cryptographic_Issues (CWE-327) under Cryptographic Issues.,not_available,curl -s -X PUT 'http://localhost:3000/rest/continue-code',not_tested
juiceshop_0041,,Leaked Access Logs,Observability_Failures,CWE-778,Critical,Dumpster dive the Internet for a leaked password and log in to the original user account it belongs to. (Creating a new account with the same password does not qualify as a solution.),/rest/user/login,password,POST,not_available,Juice Shop challenge [Leaked Access Logs] demonstrates Observability_Failures (CWE-778) under Observability Failures.,not_available,curl -s -X POST 'http://localhost:3000/rest/user/login',not_tested
juiceshop_0042,,Leaked Unsafe Product,Sensitive_Data_Exposure,CWE-200,High,Identify an unsafe product that was removed from the shop and inform the shop which ingredients are dangerous.,/#/contact,unknown,GET,not_available,Juice Shop challenge [Leaked Unsafe Product] demonstrates Sensitive_Data_Exposure (CWE-200) under Sensitive Data Exposure.,not_available,curl -s 'http://localhost:3000/#/contact' | grep -q -E 'password|secret|key|admin' && echo 'Vulnerable' || echo 'Fixed',not_tested
juiceshop_0043,,Legacy Typosquatting,Vulnerable_Components,CWE-1395,High,Inform the shop about a typosquatting trick it has been a victim of at least in v6.2.0-SNAPSHOT. (Mention the exact name of the culprit),/#/contact,unknown,GET,not_available,Juice Shop challenge [Legacy Typosquatting] demonstrates Vulnerable_Components (CWE-1395) under Vulnerable Components.,not_available,curl -s -X GET 'http://localhost:3000/#/contact',not_tested
